costat,curcd,datafmt,indfmt,consol,gvkey,datadate,conm,countrycode,naics,sic,year,intan,ppegt,ppent,cogs,dvt,oibdp,sale,xad,xlr,xrd,xsga,csho,emp,mkvalt,naicsh,prcc_f,sich,isin,loc,xopr,cshoi,duplicate,valuePPP_exp,valuePPP_gdp,country_name,unitofmeasure,country,pop,avh,hc,rgdpna,rnna,gdppc,lngdppc,rel_gdppc,v_gdp,_merge,ind2d,nrind2,ind3d,nrind3,ind4d,nrind4,sale_cogs_ratio,theta_c,n,theta_CDs,theta_WI1_ct,theta_WI2_ct,theta_WI2_xt,theta_WI1_kt,theta_WI2_kt,theta_Wtime,theta_CM1_ct,theta_CM2_ct,theta_CM2_xt,theta_CM1_kt,theta_CM2_kt,theta_pass,countryind
I,USD,STD,INDL,C,7675.0,31dec1967,NABISCO INC,USA,115210.0,2000.0,1967,27.279,381.2,180.5,486.74,27.17,101.81,763.6,,238.0,6.5,175.05,13.6,36.0,,,43.25,,,,,,0.0,,1.0,United States,National currency per US dollar,United States,201.371490592091,1977.72,2.9599254,5402184.5,19077508.0,26809.004,10.196493,1.5318439,859620.027154035,Matched (3),11,1.0,115.0,22.0,1152.0,107.0,1.5688047,0.86593014,1.0,3.0,0.79888207,0.63676375,-0.058980647,-0.092389509,0.06932357,3,0.7164495,0.63184148,-0.045695622,0.01282474,0.070281051,3,143.0
I,CAD,STD,INDL,C,3425.0,31dec1967,CONSOLIDATED RAMBLER MINES,CAN,113310.0,2400.0,1967,0.0,6.018,5.161,3.158,0.0,1.191,4.439,,,,0.09,2.94,,,,,,,,,,0.0,,0.99230403,Canada,National currency per US dollar,Canada,20.52305914899471,2014.06,2.7706001,488738.38,1614439.4,21003.445,9.9524422,1.2001191,72170.7865180814,Matched (3),11,1.0,113.0,20.0,1133.0,104.0,1.4056364,0.86593014,1.0,3.0,0.79888207,0.63676375,-0.058980647,-0.092389509,0.06932357,3,0.7164495,0.63184148,-0.045695622,0.01282474,0.070281051,3,20.0
I,USD,STD,INDL,C,10884.0,31dec1967,CHIQUITA BRANDS INTL INC,USA,111339.0,100.0,1967,13.973,414.7,187.8,378.8,9.42,64.1,488.9,,,,46.0,7.914,49.0,,,59.99995422,,,,,,0.0,,1.0,United States,National currency per US dollar,United States,201.371490592091,1977.72,2.9599254,5402184.5,19077508.0,26809.004,10.196493,1.5318439,859620.027154035,Matched (3),11,1.0,111.0,18.0,1113.0,94.0,1.2906547,0.86593014,1.0,3.0,0.79888207,0.63676375,-0.058980647,-0.092389509,0.06932357,3,0.7164495,0.63184148,-0.045695622,0.01282474,0.070281051,3,143.0
I,USD,STD,INDL,C,10971.0,31oct1967,U S SUGAR CORP,USA,111.0,100.0,1967,0.0,51.275,35.354,19.879,3.764,15.223,36.911,,,,1.809,1.751,3.1,,,42.99997913,,,,,,0.0,,1.0,United States,National currency per US dollar,United States,201.371490592091,1977.72,2.9599254,5402184.5,19077508.0,26809.004,10.196493,1.5318439,859620.027154035,Matched (3),11,1.0,111.0,18.0,111.0,18.0,1.8567835,0.86593014,1.0,3.0,0.79888207,0.63676375,-0.058980647,-0.092389509,0.06932357,3,0.7164495,0.63184148,-0.045695622,0.01282474,0.070281051,3,143.0
A,USD,STD,INDL,C,1266.0,31aug1967,ALICO INC,USA,111310.0,100.0,1967,0.071,4.606,4.033,1.158,0.0,0.129,1.287,,,,,2.636,,,,8.125,,,,,,0.0,,1.0,United States,National currency per US dollar,United States,201.371490592091,1977.72,2.9599254,5402184.5,19077508.0,26809.004,10.196493,1.5318439,859620.027154035,Matched (3),11,1.0,111.0,18.0,1113.0,94.0,1.1113989,0.86593014,1.0,3.0,0.79888207,0.63676375,-0.058980647,-0.092389509,0.06932357,3,0.7164495,0.63184148,-0.045695622,0.01282474,0.070281051,3,143.0
I,USD,STD,INDL,C,2608.0,31may1969,CAL-MAINE FOODS  -OLD,USA,112.0,200.0,1968,0.556,11.128,7.787,37.099,0.0,5.696,46.216,,,,3.421,1.975,,,,,,,,,,0.0,,1.0,United States,National currency per US dollar,United States,203.3921653973819,1974.18,2.9918199,5667382.0,19811168.0,27856.365,10.234817,1.5916892,940224.9786646424,Matched (3),11,1.0,112.0,19.0,112.0,19.0,1.2457478,0.86593014,1.0,3.0,0.79888207,0.63676375,-0.058980647,-0.092389509,0.06932357,3,0.7164495,0.63184148,-0.045695622,0.01282474,0.070281051,3,143.0
I,USD,STD,INDL,C,10971.0,31oct1968,U S SUGAR CORP,USA,111.0,100.0,1968,0.0,56.058,39.575,22.173,4.114,19.301,43.482,,,,2.008,1.751,3.7,,,51.49997376,,,,,,0.0,,1.0,United States,National currency per US dollar,United States,203.3921653973819,1974.18,2.9918199,5667382.0,19811168.0,27856.365,10.234817,1.5916892,940224.9786646424,Matched (3),11,1.0,111.0,18.0,111.0,18.0,1.9610337,0.86593014,1.0,3.0,0.79888207,0.63676375,-0.058980647,-0.092389509,0.06932357,3,0.7164495,0.63184148,-0.045695622,0.01282474,0.070281051,3,143.0
I,USD,STD,INDL,C,10884.0,31dec1968,CHIQUITA BRANDS INTL INC,USA,111339.0,100.0,1968,19.589,445.5,209.4,388.53,11.8,67.78,509.5,,,,53.19,8.058,58.0,,,83.49998474,,,,,,0.0,,1.0,United States,National currency per US dollar,United States,203.3921653973819,1974.18,2.9918199,5667382.0,19811168.0,27856.365,10.234817,1.5916892,940224.9786646424,Matched (3),11,1.0,111.0,18.0,1113.0,94.0,1.3113531,0.86593014,1.0,3.0,0.79888207,0.63676375,-0.058980647,-0.092389509,0.06932357,3,0.7164495,0.63184148,-0.045695622,0.01282474,0.070281051,3,143.0
I,CAD,STD,INDL,C,3425.0,31dec1968,CONSOLIDATED RAMBLER MINES,CAN,113310.0,2400.0,1968,0.0,3.858,2.81,2.89,0.0,1.105,4.426,,,,0.431,2.94,,,,,,,,,,0.0,,0.98069799,Canada,National currency per US dollar,Canada,20.84178497701384,1989.6,2.7913554,514377.09,1692662.8,21635.01,9.9820681,1.2362063,78755.42951613943,Matched (3),11,1.0,113.0,20.0,1133.0,104.0,1.5314879,0.86593014,1.0,3.0,0.79888207,0.63676375,-0.058980647,-0.092389509,0.06932357,3,0.7164495,0.63184148,-0.045695622,0.01282474,0.070281051,3,20.0
I,USD,STD,INDL,C,7675.0,31dec1968,NABISCO INC,USA,115210.0,2000.0,1968,27.521,396.3,189.2,482.24,28.53,110.47,770.1,,241.4,,177.39,13.6,36.0,,,50.61999512,,,,,,0.0,,1.0,United States,National currency per US dollar,United States,203.3921653973819,1974.18,2.9918199,5667382.0,19811168.0,27856.365,10.234817,1.5916892,940224.9786646424,Matched (3),11,1.0,115.0,22.0,1152.0,107.0,1.5969226,0.86593014,1.0,3.0,0.79888207,0.63676375,-0.058980647,-0.092389509,0.06932357,3,0.7164495,0.63184148,-0.045695622,0.01282474,0.070281051,3,143.0
A,USD,STD,INDL,C,1266.0,31aug1968,ALICO INC,USA,111310.0,100.0,1968,0.071,5.31,4.617,1.477,0.0,0.331,1.808,,,,,2.638,,,,13.0,,,,,,0.0,,1.0,United States,National currency per US dollar,United States,203.3921653973819,1974.18,2.9918199,5667382.0,19811168.0,27856.365,10.234817,1.5916892,940224.9786646424,Matched (3),11,1.0,111.0,18.0,1113.0,94.0,1.2241029,0.86593014,1.0,3.0,0.79888207,0.63676375,-0.058980647,-0.092389509,0.06932357,3,0.7164495,0.63184148,-0.045695622,0.01282474,0.070281051,3,143.0
I,USD,STD,INDL,C,2812.0,31mar1969,DOLE FOOD CO INC,USA,111339.0,100.0,1968,0.0,277.7,147.4,312.21,5.72,42.52,442.9,,,,88.17,10.053,,,,34.24984334,,,,,,0.0,,1.0,United States,National currency per US dollar,United States,203.3921653973819,1974.18,2.9918199,5667382.0,19811168.0,27856.365,10.234817,1.5916892,940224.9786646424,Matched (3),11,1.0,111.0,18.0,1113.0,94.0,1.4185965,0.86593014,1.0,3.0,0.79888207,0.63676375,-0.058980647,-0.092389509,0.06932357,3,0.7164495,0.63184148,-0.045695622,0.01282474,0.070281051,3,143.0
I,USD,STD,INDL,C,7675.0,31dec1969,NABISCO INC,USA,115210.0,2000.0,1969,28.233,416.559,197.491,458.7,29.88,88.14,726.2,,243.2,,179.36,13.602,37.0,,,48.5,,,,,,0.0,,1.0,United States,National currency per US dollar,United States,205.389552914401,1975.34,3.0240583,5845379.0,20540238.0,28477.537,10.256871,1.6271825,1017438.173681464,Matched (3),11,1.0,115.0,22.0,1152.0,107.0,1.5831698,0.86593014,1.0,3.0,0.79888207,0.63676375,-0.058980647,-0.092389509,0.06932357,3,0.7164495,0.63184148,-0.045695622,0.01282474,0.070281051,3,143.0
I,USD,STD,INDL,C,10971.0,31oct1969,U S SUGAR CORP,USA,111.0,100.0,1969,0.0,59.34,41.42,24.39,3.501,15.838,42.383,,,,2.155,1.751,3.599,,,49.99995586,,,,,,0.0,,1.0,United States,National currency per US dollar,United States,205.389552914401,1975.34,3.0240583,5845379.0,20540238.0,28477.537,10.256871,1.6271825,1017438.173681464,Matched (3),11,1.0,111.0,18.0,111.0,18.0,1.7377204,0.86593014,1.0,3.0,0.79888207,0.63676375,-0.058980647,-0.092389509,0.06932357,3,0.7164495,0.63184148,-0.045695622,0.01282474,0.070281051,3,143.0
I,USD,STD,INDL,C,10884.0,31dec1969,CHIQUITA BRANDS INTL INC,USA,111339.0,100.0,1969,41.522,481.668,242.771,423.14,11.748,68.391,555.383,,,,63.852,8.237,59.0,,,,,,,,,0.0,,1.0,United States,National currency per US dollar,United States,205.389552914401,1975.34,3.0240583,5845379.0,20540238.0,28477.537,10.256871,1.6271825,1017438.173681464,Matched (3),11,1.0,111.0,18.0,1113.0,94.0,1.3125278,0.86593014,1.0,3.0,0.79888207,0.63676375,-0.058980647,-0.092389509,0.06932357,3,0.7164495,0.63184148,-0.045695622,0.01282474,0.070281051,3,143.0
I,CAD,STD,INDL,C,3425.0,31dec1969,CONSOLIDATED RAMBLER MINES,CAN,113310.0,2400.0,1969,0.0,3.93,2.453,3.126,0.0,2.262,5.739,,,,0.351,2.98,,,,,,,,,,0.0,,0.97447997,Canada,National currency per US dollar,Canada,21.14241044197057,1970.31,2.8122663,541618.25,1782433.1,22411.723,10.01734,1.280587,86633.16835483108,Matched (3),11,1.0,113.0,20.0,1133.0,104.0,1.8358926,0.86593014,1.0,3.0,0.79888207,0.63676375,-0.058980647,-0.092389509,0.06932357,3,0.7164495,0.63184148,-0.045695622,0.01282474,0.070281051,3,20.0
A,USD,STD,INDL,C,1266.0,31aug1969,ALICO INC,USA,111310.0,100.0,1969,0.071,5.778,4.935,1.426,0.0,0.461,1.887,,,,,2.648,0.07,,,16.25,,,,,,0.0,,1.0,United States,National currency per US dollar,United States,205.389552914401,1975.34,3.0240583,5845379.0,20540238.0,28477.537,10.256871,1.6271825,1017438.173681464,Matched (3),11,1.0,111.0,18.0,1113.0,94.0,1.3232819,0.86593014,1.0,3.0,0.79888207,0.63676375,-0.058980647,-0.092389509,0.06932357,3,0.7164495,0.63184148,-0.045695622,0.01282474,0.070281051,3,143.0
I,USD,STD,INDL,C,2812.0,31mar1970,DOLE FOOD CO INC,USA,111339.0,100.0,1969,0.0,320.57,192.579,346.92,6.25,54.513,496.95,,,,95.517,10.482,,,,26.12493307,,,,,,0.0,,1.0,United States,National currency per US dollar,United States,205.389552914401,1975.34,3.0240583,5845379.0,20540238.0,28477.537,10.256871,1.6271825,1017438.173681464,Matched (3),11,1.0,111.0,18.0,1113.0,94.0,1.4324628,0.86593014,1.0,3.0,0.79888207,0.63676375,-0.058980647,-0.092389509,0.06932357,3,0.7164495,0.63184148,-0.045695622,0.01282474,0.070281051,3,143.0
I,USD,STD,INDL,C,2608.0,31may1970,CAL-MAINE FOODS  -OLD,USA,112.0,200.0,1969,0.525,14.119,9.691,42.015,0.0,7.288,53.905,,,,4.602,2.0,,,,,,,,,,0.0,,1.0,United States,National currency per US dollar,United States,205.389552914401,1975.34,3.0240583,5845379.0,20540238.0,28477.537,10.256871,1.6271825,1017438.173681464,Matched (3),11,1.0,112.0,19.0,112.0,19.0,1.2829942,0.86593014,1.0,3.0,0.79888207,0.63676375,-0.058980647,-0.092389509,0.06932357,3,0.7164495,0.63184148,-0.045695622,0.01282474,0.070281051,3,143.0
I,USD,STD,INDL,C,10971.0,31oct1970,U S SUGAR CORP,USA,111.0,100.0,1970,0.0,63.884,44.505,25.216,3.501,12.997,40.489,,,,2.276,1.751,3.525,,,44.99998163,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,207.796339,1930.72,3.056644,5857162.5,21169224.0,28189.588,10.246708,1.6107293,1073303.0,Matched (3),11,1.0,111.0,18.0,111.0,18.0,1.6056869,0.86593014,1.0,3.0,0.75862962,0.66402382,0.011694254,-0.0051655443,-0.0082935635,3,0.72473907,0.62109101,0.026426991,0.078217074,0.044638362,3,143.0
A,USD,STD,INDL,C,1266.0,31aug1970,ALICO INC,USA,111310.0,100.0,1970,0.071,8.273,7.281,1.735,0.0,0.352,2.426,,,,0.339,2.69,,,,14.5,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,207.796339,1930.72,3.056644,5857162.5,21169224.0,28189.588,10.246708,1.6107293,1073303.0,Matched (3),11,1.0,111.0,18.0,1113.0,94.0,1.3982708,0.86593014,1.0,3.0,0.75862962,0.66402382,0.011694254,-0.0051655443,-0.0082935635,3,0.72473907,0.62109101,0.026426991,0.078217074,0.044638362,3,143.0
I,CAD,STD,INDL,C,3425.0,31dec1970,CONSOLIDATED RAMBLER MINES,CAN,113310.0,2400.0,1970,0.0,5.013,3.298,2.208,0.0,0.067,3.268,,,,0.993,2.98,,,,,,,,,,0.0,1.027312,0.938434,Canada,National currency per US dollar,Canada,21.440022,1952.6,2.8333335,556040.06,1857970.4,22630.006,10.027032,1.2930595,93153.0,Matched (3),11,1.0,113.0,20.0,1133.0,104.0,1.4800725,0.86593014,1.0,3.0,0.75862962,0.66402382,0.011694254,-0.0051655443,-0.0082935635,3,0.72473907,0.62109101,0.026426991,0.078217074,0.044638362,3,20.0
I,USD,STD,INDL,C,2608.0,31may1971,CAL-MAINE FOODS  -OLD,USA,112.0,200.0,1970,0.492,17.559,12.079,49.615,0.0,0.89,55.478,,,,4.973,2.407,1.313,,,,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,207.796339,1930.72,3.056644,5857162.5,21169224.0,28189.588,10.246708,1.6107293,1073303.0,Matched (3),11,1.0,112.0,19.0,112.0,19.0,1.1181699,0.86593014,1.0,3.0,0.75862962,0.66402382,0.011694254,-0.0051655443,-0.0082935635,3,0.72473907,0.62109101,0.026426991,0.078217074,0.044638362,3,143.0
I,USD,STD,INDL,C,10884.0,31dec1970,CHIQUITA BRANDS INTL INC,USA,111339.0,100.0,1970,328.183,490.872,360.008,1232.392,6.036,54.526,1395.704,,,,108.786,10.775,72.5,,,16.49999714,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,207.796339,1930.72,3.056644,5857162.5,21169224.0,28189.588,10.246708,1.6107293,1073303.0,Matched (3),11,1.0,111.0,18.0,1113.0,94.0,1.1325163,0.86593014,1.0,3.0,0.75862962,0.66402382,0.011694254,-0.0051655443,-0.0082935635,3,0.72473907,0.62109101,0.026426991,0.078217074,0.044638362,3,143.0
A,USD,STD,INDL,C,10390.0,31dec1970,TEJON RANCH CO,USA,111335.0,100.0,1970,0.0,6.651,4.533,2.446,0.624,0.677,3.794,,,0.106,0.671,1.249,0.084,,,25.99998474,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,207.796339,1930.72,3.056644,5857162.5,21169224.0,28189.588,10.246708,1.6107293,1073303.0,Matched (3),11,1.0,111.0,18.0,1113.0,94.0,1.5511038,0.86593014,1.0,3.0,0.75862962,0.66402382,0.011694254,-0.0051655443,-0.0082935635,3,0.72473907,0.62109101,0.026426991,0.078217074,0.044638362,3,143.0
I,USD,STD,INDL,C,7675.0,31dec1970,NABISCO INC,USA,115210.0,2000.0,1970,37.526,444.483,210.26,549.356,30.223,112.215,868.939,,285.4,7.3,207.368,13.811,37.0,,,52.625,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,207.796339,1930.72,3.056644,5857162.5,21169224.0,28189.588,10.246708,1.6107293,1073303.0,Matched (3),11,1.0,115.0,22.0,1152.0,107.0,1.5817412,0.86593014,1.0,3.0,0.75862962,0.66402382,0.011694254,-0.0051655443,-0.0082935635,3,0.72473907,0.62109101,0.026426991,0.078217074,0.044638362,3,143.0
I,USD,STD,INDL,C,2812.0,31mar1971,DOLE FOOD CO INC,USA,111339.0,100.0,1970,0.0,310.366,171.677,358.364,6.609,35.988,501.226,,,,106.874,11.037,,,,24.37493581,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,207.796339,1930.72,3.056644,5857162.5,21169224.0,28189.588,10.246708,1.6107293,1073303.0,Matched (3),11,1.0,111.0,18.0,1113.0,94.0,1.3986505,0.86593014,1.0,3.0,0.75862962,0.66402382,0.011694254,-0.0051655443,-0.0082935635,3,0.72473907,0.62109101,0.026426991,0.078217074,0.044638362,3,143.0
I,USD,STD,INDL,C,2608.0,31may1972,CAL-MAINE FOODS  -OLD,USA,112.0,200.0,1971,0.515,20.319,13.764,64.557,0.0,-3.432,67.783,,,,6.658,2.407,,,,5.37499928,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),11,1.0,112.0,19.0,112.0,19.0,1.0499713,0.86593014,1.0,3.0,0.79300898,0.68832994,-0.00018161989,0.0080119148,0.061396781,3,0.78354269,0.61996764,0.03424558,0.030145625,0.12227483,3,143.0
I,CAD,STD,INDL,C,3425.0,31dec1971,CONSOLIDATED RAMBLER MINES,CAN,113310.0,2400.0,1971,0.0,5.148,3.071,2.156,0.0,0.29,3.687,,,,1.241,2.98,,,,,,,,,,0.0,1.0144351,0.93711299,Canada,National currency per US dollar,Canada,21.895691,1938.79,2.8576019,578386.44,1942730.3,23238.156,10.053551,1.3278087,101665.0,Matched (3),11,1.0,113.0,20.0,1133.0,104.0,1.7101113,0.86593014,1.0,3.0,0.79300898,0.68832994,-0.00018161989,0.0080119148,0.061396781,3,0.78354269,0.61996764,0.03424558,0.030145625,0.12227483,3,20.0
A,USD,STD,INDL,C,1266.0,31aug1971,ALICO INC,USA,111310.0,100.0,1971,0.073,8.581,7.374,2.533,0.0,0.559,3.092,,,,,2.692,0.07,,,16.5,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),11,1.0,111.0,18.0,1113.0,94.0,1.2206869,0.86593014,1.0,3.0,0.79300898,0.68832994,-0.00018161989,0.0080119148,0.061396781,3,0.78354269,0.61996764,0.03424558,0.030145625,0.12227483,3,143.0
I,USD,STD,INDL,C,10884.0,31dec1971,CHIQUITA BRANDS INTL INC,USA,111339.0,100.0,1971,335.137,468.258,334.53,1281.434,3.76,54.996,1448.868,,,,112.438,10.781,67.4,,,10.74999905,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),11,1.0,111.0,18.0,1113.0,94.0,1.1306615,0.86593014,1.0,3.0,0.79300898,0.68832994,-0.00018161989,0.0080119148,0.061396781,3,0.78354269,0.61996764,0.03424558,0.030145625,0.12227483,3,143.0
I,USD,STD,INDL,C,7675.0,31dec1971,NABISCO INC,USA,115210.0,2000.0,1971,52.146,494.744,240.187,658.29,30.646,134.143,1070.364,57.432,337.4,8.2,277.931,15.079,44.0,,,57.875,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),11,1.0,115.0,22.0,1152.0,107.0,1.6259764,0.86593014,1.0,3.0,0.79300898,0.68832994,-0.00018161989,0.0080119148,0.061396781,3,0.78354269,0.61996764,0.03424558,0.030145625,0.12227483,3,143.0
A,USD,STD,INDL,C,10390.0,31dec1971,TEJON RANCH CO,USA,111335.0,100.0,1971,0.0,7.678,5.25,2.515,0.25,0.707,3.914,,,,0.692,1.249,,,,32.24998474,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),11,1.0,111.0,18.0,1113.0,94.0,1.5562624,0.86593014,1.0,3.0,0.79300898,0.68832994,-0.00018161989,0.0080119148,0.061396781,3,0.78354269,0.61996764,0.03424558,0.030145625,0.12227483,3,143.0
I,USD,STD,INDL,C,2812.0,31mar1972,DOLE FOOD CO INC,USA,111339.0,100.0,1971,0.0,357.194,206.497,373.347,7.273,44.901,530.323,,,,112.075,12.149,38.3,,,17.87498148,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),11,1.0,111.0,18.0,1113.0,94.0,1.4204561,0.86593014,1.0,3.0,0.79300898,0.68832994,-0.00018161989,0.0080119148,0.061396781,3,0.78354269,0.61996764,0.03424558,0.030145625,0.12227483,3,143.0
I,USD,STD,INDL,C,10971.0,31oct1971,U S SUGAR CORP,USA,111.0,100.0,1971,0.0,68.23,47.795,27.158,3.502,15.704,45.374,,,,2.512,1.751,3.45,,,48.99998665,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),11,1.0,111.0,18.0,111.0,18.0,1.6707416,0.86593014,1.0,3.0,0.79300898,0.68832994,-0.00018161989,0.0080119148,0.061396781,3,0.78354269,0.61996764,0.03424558,0.030145625,0.12227483,3,143.0
I,USD,STD,INDL,C,2812.0,31dec1972,DOLE FOOD CO INC,USA,111339.0,100.0,1972,0.0,361.264,199.909,303.438,5.525,43.214,445.628,7.033,,,98.976,12.305,40.2,,,17.24997552,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,212.842573,1911.75,3.1234877,6367982.0,22737082.0,29963.189,10.307725,1.7120714,1279110.0,Matched (3),11,1.0,111.0,18.0,1113.0,94.0,1.4685966,0.86593014,1.0,3.0,0.78164327,0.68713444,0.09370023,0.14831486,0.073220573,3,0.79066706,0.62448943,0.11182511,0.14099881,0.08197163,3,143.0
I,USD,STD,INDL,C,10884.0,31dec1972,CHIQUITA BRANDS INTL INC,USA,111339.0,100.0,1972,329.318,478.095,331.018,1475.131,2.142,73.599,1668.322,12.23,,2.541,119.592,10.773,53.0,,,11.62499714,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,212.842573,1911.75,3.1234877,6367982.0,22737082.0,29963.189,10.307725,1.7120714,1279110.0,Matched (3),11,1.0,111.0,18.0,1113.0,94.0,1.1309654,0.86593014,1.0,3.0,0.78164327,0.68713444,0.09370023,0.14831486,0.073220573,3,0.79066706,0.62448943,0.11182511,0.14099881,0.08197163,3,143.0
I,USD,STD,INDL,C,7675.0,31dec1972,NABISCO INC,USA,115210.0,2000.0,1972,65.153,562.951,283.966,755.148,33.534,142.374,1214.934,61.475,383.6,9.4,317.412,15.092,47.0,,,60.25,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,212.842573,1911.75,3.1234877,6367982.0,22737082.0,29963.189,10.307725,1.7120714,1279110.0,Matched (3),11,1.0,115.0,22.0,1152.0,107.0,1.6088687,0.86593014,1.0,3.0,0.78164327,0.68713444,0.09370023,0.14831486,0.073220573,3,0.79066706,0.62448943,0.11182511,0.14099881,0.08197163,3,143.0
A,USD,STD,INDL,C,10390.0,31dec1972,TEJON RANCH CO,USA,111335.0,100.0,1972,0.0,6.171,4.294,2.8,0.651,2.24,5.866,,,0.04,0.826,1.254,0.078,,,32.49998093,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,212.842573,1911.75,3.1234877,6367982.0,22737082.0,29963.189,10.307725,1.7120714,1279110.0,Matched (3),11,1.0,111.0,18.0,1113.0,94.0,2.095,0.86593014,1.0,3.0,0.78164327,0.68713444,0.09370023,0.14831486,0.073220573,3,0.79066706,0.62448943,0.11182511,0.14099881,0.08197163,3,143.0
I,USD,STD,INDL,C,5213.0,31jul1972,GOLDEN STATE FOODS CORP,USA,115210.0,2013.0,1972,0.158,3.356,2.307,63.403,0.0,1.661,65.936,,,,0.872,0.667,0.315,,,26.99997129,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,212.842573,1911.75,3.1234877,6367982.0,22737082.0,29963.189,10.307725,1.7120714,1279110.0,Matched (3),11,1.0,115.0,22.0,1152.0,107.0,1.0399508,0.86593014,1.0,3.0,0.78164327,0.68713444,0.09370023,0.14831486,0.073220573,3,0.79066706,0.62448943,0.11182511,0.14099881,0.08197163,3,143.0
A,USD,STD,INDL,C,1266.0,31aug1972,ALICO INC,USA,111310.0,100.0,1972,0.073,8.934,7.564,2.693,0.0,1.085,3.778,,,,,2.695,0.071,,,18.5,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,212.842573,1911.75,3.1234877,6367982.0,22737082.0,29963.189,10.307725,1.7120714,1279110.0,Matched (3),11,1.0,111.0,18.0,1113.0,94.0,1.4028964,0.86593014,1.0,3.0,0.78164327,0.68713444,0.09370023,0.14831486,0.073220573,3,0.79066706,0.62448943,0.11182511,0.14099881,0.08197163,3,143.0
I,USD,STD,INDL,C,2608.0,31may1973,CAL-MAINE FOODS  -OLD,USA,112.0,200.0,1972,0.486,22.586,14.392,105.595,0.2,3.655,118.32,,,,9.07,2.399,,,,3.74999856,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,212.842573,1911.75,3.1234877,6367982.0,22737082.0,29963.189,10.307725,1.7120714,1279110.0,Matched (3),11,1.0,112.0,19.0,112.0,19.0,1.1205076,0.86593014,1.0,3.0,0.78164327,0.68713444,0.09370023,0.14831486,0.073220573,3,0.79066706,0.62448943,0.11182511,0.14099881,0.08197163,3,143.0
I,USD,STD,INDL,C,10971.0,31oct1972,U S SUGAR CORP,USA,111.0,100.0,1972,0.0,82.639,60.183,31.603,3.501,14.578,48.884,,,,2.703,1.751,3.9,,,48.99998665,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,212.842573,1911.75,3.1234877,6367982.0,22737082.0,29963.189,10.307725,1.7120714,1279110.0,Matched (3),11,1.0,111.0,18.0,111.0,18.0,1.5468152,0.86593014,1.0,3.0,0.78164327,0.68713444,0.09370023,0.14831486,0.073220573,3,0.79066706,0.62448943,0.11182511,0.14099881,0.08197163,3,143.0
I,CAD,STD,INDL,C,3425.0,31dec1972,CONSOLIDATED RAMBLER MINES,CAN,113310.0,2400.0,1972,0.0,5.179,2.681,3.458,0.0,1.961,7.097,,,,1.678,2.98,,,,,,,,,,0.0,1.027375,0.95056999,Canada,National currency per US dollar,Canada,22.23088,1923.77,2.8820777,610311.44,2030653.4,24283.691,10.09756,1.3875496,113521.0,Matched (3),11,1.0,113.0,20.0,1133.0,104.0,2.0523424,0.86593014,1.0,3.0,0.78164327,0.68713444,0.09370023,0.14831486,0.073220573,3,0.79066706,0.62448943,0.11182511,0.14099881,0.08197163,3,20.0
