costat,curcd,datafmt,indfmt,consol,gvkey,datadate,conm,countrycode,naics,sic,year,intan,ppegt,ppent,cogs,dvt,oibdp,sale,xad,xlr,xrd,xsga,csho,emp,mkvalt,naicsh,prcc_f,sich,isin,loc,xopr,cshoi,duplicate,valuePPP_exp,valuePPP_gdp,country_name,unitofmeasure,country,pop,avh,hc,rgdpna,rnna,gdppc,lngdppc,rel_gdppc,v_gdp,_merge,ind2d,nrind2,ind3d,nrind3,ind4d,nrind4,sale_cogs_ratio,theta_c,n,theta_CDs,theta_WI1_ct,theta_WI2_ct,theta_WI2_xt,theta_WI1_kt,theta_WI2_kt,theta_Wtime,theta_CM1_ct,theta_CM2_ct,theta_CM2_xt,theta_CM1_kt,theta_CM2_kt,theta_pass,countryind
I,USD,STD,INDL,C,4351.0,30sep1971,ENERGEN CORP,USA,211111.0,4924.0,1971,,114.518,78.721,55.426,2.397,12.294,67.72,,,,,1.974,1.046,,,15.49999809,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,1.2218093,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,144.0
A,USD,STD,INDL,C,8357.0,31aug1971,PARKER DRILLING CO,USA,213111.0,1381.0,1971,0.0,42.398,24.422,17.95,0.0,7.635,27.32,,,,1.735,2.281,0.824,,,13.24999809,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),21,2.0,213.0,25.0,2131.0,112.0,1.5220056,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,144.0
I,USD,STD,INDL,C,12475.0,30sep1971,HAMPTON RESOURCES CORP,USA,211111.0,1311.0,1971,0.0,4.133,3.152,5.545,0.0,1.641,7.541,,,0.0,0.355,1.673,0.535,,,17.99999812,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,1.3599639,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,144.0
I,USD,STD,INDL,C,7466.0,31jan1972,MITCHELL ENERGY & DEV CORP,USA,211111.0,1311.0,1971,0.0,,94.374,14.602,0.0,12.486,30.516,,,,3.428,3.741,0.513,,,,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,2.0898507,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,144.0
A,CAD,STD,INDL,C,11779.0,31dec1971,MCCHIP RESOURCES INC,CAN,2111.0,1311.0,1971,0.0,7.746,2.081,1.073,0.0,0.01,1.583,,1.352,,0.5,3.5,0.177,,,,,,,,,0.0,1.0144351,0.93711299,Canada,National currency per US dollar,Canada,21.895691,1938.79,2.8576019,578386.44,1942730.3,23238.156,10.053551,1.3278087,101665.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,1.4753029,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,21.0
I,CAD,STD,INDL,C,2397.0,31dec1971,CONSOLIDATED BRINCO,CAN,2121.0,1220.0,1971,,9.195,1.68,4.565,0.0,-1.426,3.139,,,,,22.964,,,,,,,,,,0.0,1.0144351,0.93711299,Canada,National currency per US dollar,Canada,21.895691,1938.79,2.8576019,578386.44,1942730.3,23238.156,10.053551,1.3278087,101665.0,Matched (3),21,2.0,212.0,24.0,2121.0,109.0,0.6876232,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,21.0
A,USD,STD,INDL,C,11228.0,31dec1971,VULCAN MATERIALS CO,USA,212319.0,1400.0,1971,0.179,226.542,106.967,182.353,6.316,37.422,240.63,0.29,59.0,1.433,20.855,5.592,5.653,,,25.5,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),21,2.0,212.0,24.0,2123.0,111.0,1.3195834,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,144.0
I,USD,STD,INDL,C,1732.0,31dec1971,ARGO PETROLEUM,USA,211111.0,1311.0,1971,0.0,12.879,12.205,0.545,0.0,1.403,2.11,,,,0.162,2.485,,,,13.37499871,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,3.8715596,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,144.0
I,USD,STD,INDL,C,9258.0,31dec1971,ROWAN COMPANIES LTD,GBR,213111.0,1381.0,1971,1.231,31.864,15.138,12.039,0.303,4.608,18.069,,,,1.422,1.08,0.65,,,31.87499744,,,,,,0.0,0.36814499,0.27721801,United Kingdom,National currency per US dollar,United Kingdom,55.890372,1694.95,2.7637541,1202871.9,4921658.0,18377.879,9.818903,1.0500965,60860.0,Matched (3),21,2.0,213.0,25.0,2131.0,112.0,1.5008721,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,72.0
I,USD,STD,INDL,C,5012.0,31jan1972,GEARHART INDUSTRIES INC,USA,213112.0,1389.0,1971,1.639,11.421,6.81,14.747,0.316,3.776,21.416,,,0.632,2.893,1.319,0.75,,,12.0,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),21,2.0,213.0,25.0,2131.0,112.0,1.4522276,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,144.0
I,USD,STD,INDL,C,6403.0,31dec1971,KERR-MCGEE CORP,USA,211111.0,1311.0,1971,0.0,825.965,455.579,433.293,13.423,111.421,603.254,,,,58.54,22.209,9.439,,,43.25,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,1.3922542,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,144.0
I,USD,STD,INDL,C,9653.0,31dec1971,SHELL OIL CO,USA,211112.0,1311.0,1971,0.0,6275.242,3272.214,2699.889,161.738,732.092,3892.373,,539.442,50.0,460.392,67.393,35.0,,,47.25,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,1.4416789,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,144.0
I,USD,STD,INDL,C,1223.0,31dec1971,ALABAMA BY-PRODUCTS  -CL B,USA,2121.0,1220.0,1971,0.0,72.31,44.182,34.282,2.021,12.308,47.956,,,0.0,1.366,1.757,1.479,,,,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),21,2.0,212.0,24.0,2121.0,109.0,1.3988682,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,144.0
I,CAD,STD,INDL,C,9957.0,30jun1971,CANADIAN SPOONER RES INC,CAN,2111.0,1311.0,1971,0.0,0.932,0.751,0.016,0.0,-0.715,0.034,,,,0.733,7.644,,,,,,,,,,0.0,1.0144351,0.93711299,Canada,National currency per US dollar,Canada,21.895691,1938.79,2.8576019,578386.44,1942730.3,23238.156,10.053551,1.3278087,101665.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,2.125,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,21.0
I,USD,STD,INDL,C,3837.0,31aug1971,DEKALB ENERGY CO  -CL B,USA,211111.0,1311.0,1971,0.022,96.651,56.963,68.825,0.984,28.338,123.471,,,4.0,26.308,4.596,2.0,,,46.49999261,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,1.7939848,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,144.0
I,CAD,STD,INDL,C,2336.0,31may1972,BOW VALLEY ENERGY INC,CAN,211111.0,1311.0,1971,4.122,55.587,34.798,36.278,1.06,5.06,47.289,,,0.075,5.951,4.667,1.8,,,,,,,,,0.0,1.0144351,0.93711299,Canada,National currency per US dollar,Canada,21.895691,1938.79,2.8576019,578386.44,1942730.3,23238.156,10.053551,1.3278087,101665.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,1.3035173,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,21.0
I,USD,STD,INDL,C,10585.0,30sep1971,TIPPERARY CORP,USA,211111.0,1311.0,1971,0.0,13.985,10.127,1.907,0.0,1.158,4.739,,,,1.674,4.056,0.12,,,3.74999179,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,2.485055,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,144.0
I,USD,STD,INDL,C,11485.0,31dec1971,WICHITA INDUSTRIES,USA,211111.0,1311.0,1971,0.0,4.185,1.468,1.095,0.0,0.122,1.699,,,,0.482,1.751,0.045,,,1.62499797,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,1.5515982,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,144.0
A,USD,STD,INDL,C,5560.0,31dec1971,HECLA MINING CO,USA,212220.0,1040.0,1971,0.0,38.946,30.349,17.05,0.0,5.864,23.748,,,1.343,0.834,6.206,1.35,,,15.37499188,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),21,2.0,212.0,24.0,2122.0,110.0,1.3928446,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,144.0
I,USD,STD,INDL,C,4835.0,31dec1971,FOOTE MINERAL CO,USA,2123.0,1400.0,1971,0.0,122.777,56.842,76.858,2.133,10.391,92.772,0.149,22.017,1.6,5.523,1.977,2.105,,,12.24999666,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),21,2.0,212.0,24.0,2123.0,111.0,1.2070571,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,144.0
I,USD,STD,INDL,C,1308.0,31dec1971,ALLIS-CHALMERS ENERGY INC,USA,213111.0,1381.0,1971,7.39,369.756,169.755,668.901,3.918,47.692,853.495,,283.196,,136.902,10.59,25.323,,,12.99999904,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),21,2.0,213.0,25.0,2131.0,112.0,1.275966,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,144.0
I,USD,STD,INDL,C,10677.0,31dec1971,TRANSCONTINENTAL ENERGY CORP,USA,213111.0,1381.0,1971,0.0,10.042,7.441,3.61,0.0,1.003,5.127,,,,0.514,3.247,,,,2.375,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),21,2.0,213.0,25.0,2131.0,112.0,1.4202216,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,144.0
I,USD,STD,INDL,C,8468.0,31dec1971,PENNZENERGY CO,USA,211111.0,1311.0,1971,87.693,1757.741,1022.115,528.534,27.636,149.733,730.753,,99.2,,52.486,20.986,9.631,,,23.99999857,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,1.3826035,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,144.0
I,USD,STD,INDL,C,7276.0,31dec1971,MESA INC,USA,211111.0,1311.0,1971,6.267,83.018,69.581,65.732,1.829,19.684,87.53,,,,2.114,2.963,,,,45.12495941,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,1.3316193,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,144.0
I,CAD,STD,INDL,C,3576.0,31oct1971,CRAIGMONT MINES LTD,CAN,21223.0,1000.0,1971,0.0,23.205,4.628,10.167,5.077,6.054,17.094,,,,0.873,5.077,0.56,,,,,,,,,0.0,1.0144351,0.93711299,Canada,National currency per US dollar,Canada,21.895691,1938.79,2.8576019,578386.44,1942730.3,23238.156,10.053551,1.3278087,101665.0,Matched (3),21,2.0,212.0,24.0,2122.0,110.0,1.681322,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,21.0
I,USD,STD,INDL,C,8505.0,30jun1971,PETRO-LEWIS CORP,USA,211111.0,1311.0,1971,0.0,5.151,4.651,1.708,0.055,1.538,3.543,,,,0.297,0.54,0.063,,,,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,2.0743561,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,144.0
I,USD,STD,INDL,C,11038.0,31dec1971,UNOCAL CORP,USA,211111.0,1311.0,1971,0.0,3568.259,1743.793,1298.193,69.454,428.47,1981.383,,221.687,12.7,254.72,28.371,16.473,,,33.875,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,1.5262623,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,144.0
I,CAD,STD,INDL,C,3003.0,31dec1971,CHIEFTAIN DEVELOPMENT CO LTD,CAN,211111.0,1311.0,1971,0.0,7.353,5.994,2.06,0.0,0.885,3.466,,,,0.521,2.421,,,,,,,,,,0.0,1.0144351,0.93711299,Canada,National currency per US dollar,Canada,21.895691,1938.79,2.8576019,578386.44,1942730.3,23238.156,10.053551,1.3278087,101665.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,1.6825243,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,21.0
A,USD,STD,INDL,C,5581.0,30sep1971,HELMERICH & PAYNE,USA,213111.0,1381.0,1971,0.0,62.531,29.144,24.522,0.346,8.54,34.892,,,,1.83,1.735,1.121,,,28.3749733,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),21,2.0,213.0,25.0,2131.0,112.0,1.4228855,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,144.0
I,CAD,STD,INDL,C,4571.0,31dec1971,FARADAY RESOURCES INC,CAN,211111.0,1311.0,1971,0.0,11.79,1.634,1.655,0.0,0.033,1.688,,,,,3.421,,,,,,,,,,0.0,1.0144351,0.93711299,Canada,National currency per US dollar,Canada,21.895691,1938.79,2.8576019,578386.44,1942730.3,23238.156,10.053551,1.3278087,101665.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,1.0199395,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,21.0
I,USD,STD,INDL,C,1135.0,31dec1971,ADOBE OIL & GAS CORP,USA,211111.0,1311.0,1971,0.0,15.758,13.584,1.675,0.0,3.851,6.295,0.03,,0.0,0.769,4.698,0.042,,,,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,3.758209,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,144.0
I,USD,STD,INDL,C,3732.0,31dec1971,DAMSON OIL,USA,211111.0,1311.0,1971,0.0,18.007,13.054,1.241,0.0,1.693,3.194,0.009,,,0.26,3.545,0.08,,,,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,2.5737309,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,144.0
A,CAD,STD,INDL,C,2662.0,30jun1971,CAMPBELL RESOURCES INC,CAN,212221.0,1040.0,1971,0.0,31.779,21.868,17.105,0.0,4.152,21.757,,,0.178,0.5,4.483,0.85,,,,,,,,,0.0,1.0144351,0.93711299,Canada,National currency per US dollar,Canada,21.895691,1938.79,2.8576019,578386.44,1942730.3,23238.156,10.053551,1.3278087,101665.0,Matched (3),21,2.0,212.0,24.0,2122.0,110.0,1.2719673,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,21.0
I,USD,STD,INDL,C,8391.0,31aug1971,HONDO OIL & GAS CO,USA,211111.0,1311.0,1971,0.0,46.069,17.927,19.658,0.0,2.146,25.68,,,,3.876,2.606,0.256,,,5.125,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,1.3063384,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,144.0
A,USD,STD,INDL,C,1678.0,31dec1971,APA CORP,USA,2111.0,1311.0,1971,9.987,71.928,50.335,65.365,0.73,12.934,97.644,,,,19.345,2.858,2.757,,,14.37498691,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,1.493827,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,144.0
I,USD,STD,INDL,C,3930.0,31dec1971,MAXUS ENERGY CORP,USA,211111.0,1311.0,1971,22.638,797.674,411.179,437.213,22.352,66.493,573.074,,141.025,11.263,69.368,14.644,10.09,,,20.0,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,1.3107433,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,144.0
I,USD,STD,INDL,C,6495.0,31dec1971,KOPPERS CO,USA,2123.0,1400.0,1971,3.457,430.698,194.486,482.387,9.388,61.977,598.444,,157.024,7.332,54.08,5.509,15.57,,,36.0,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),21,2.0,212.0,24.0,2123.0,111.0,1.240589,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,144.0
I,USD,STD,INDL,C,6871.0,31dec1971,MGIC INVESTMENT CORP,USA,21.0,6199.0,1971,2.826,6.717,5.308,40.466,2.406,30.783,71.249,,,,,10.496,0.65,,,89.25,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),21,2.0,21.0,2.0,21.0,2.0,1.7607127,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,144.0
A,USD,STD,INDL,C,1380.0,31dec1971,HESS CORP,USA,2111.0,1311.0,1971,0.0,1432.462,774.609,889.942,35.639,337.861,1349.219,,,,121.416,18.668,4.97,,,41.74987866,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,1.5160753,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,144.0
I,USD,STD,INDL,C,3067.0,31dec1971,CITIES SERVICE CO,USA,211111.0,1311.0,1971,0.0,3031.9,1642.3,1329.5,61.6,286.4,1809.9,,287.5,15.1,194.0,25.613,23.5,,,43.24999011,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,1.3613389,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,144.0
I,USD,STD,INDL,C,7039.0,31jan1972,MARION CORP,USA,211111.0,1311.0,1971,0.0,14.506,10.528,15.421,0.0,1.498,18.359,0.0,,0.0,1.44,3.137,0.078,,,3.49999259,,,,,,0.0,1.0,1.0,United States,National currency per US dollar,United States,210.426432,1914.99,3.0898852,6050023.0,21907770.0,28759.436,10.266721,1.6432899,1164850.0,Matched (3),21,2.0,211.0,23.0,2111.0,108.0,1.1905195,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,144.0
I,USD,STD,INDL,C,8288.0,31dec1971,ZEMEX CDA CORP,CAN,212325.0,1400.0,1971,,17.575,6.672,7.115,0.706,2.497,10.493,,,,0.881,1.087,0.81,,,9.99999433,,,,,,0.0,1.0144351,0.93711299,Canada,National currency per US dollar,Canada,21.895691,1938.79,2.8576019,578386.44,1942730.3,23238.156,10.053551,1.3278087,101665.0,Matched (3),21,2.0,212.0,24.0,2123.0,111.0,1.4747716,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,21.0
I,CAD,STD,INDL,C,3539.0,31dec1971,MINNOVA INC,CAN,212299.0,1000.0,1971,0.0,28.975,8.979,13.107,6.066,8.861,25.267,,,,3.299,12.97,,,,,,,,,,0.0,1.0144351,0.93711299,Canada,National currency per US dollar,Canada,21.895691,1938.79,2.8576019,578386.44,1942730.3,23238.156,10.053551,1.3278087,101665.0,Matched (3),21,2.0,212.0,24.0,2122.0,110.0,1.9277486,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,21.0
I,CAD,STD,INDL,C,11780.0,31dec1971,PAMOUR INC,CAN,21222.0,1040.0,1971,0.0,3.272,0.53,3.177,0.25,-0.262,3.015,,,,0.1,5.0,0.417,,,,,,,,,0.0,1.0144351,0.93711299,Canada,National currency per US dollar,Canada,21.895691,1938.79,2.8576019,578386.44,1942730.3,23238.156,10.053551,1.3278087,101665.0,Matched (3),21,2.0,212.0,24.0,2122.0,110.0,0.94900852,0.75834715,1.0,3.0,0.8202005,0.70848572,0.13115174,0.21583378,0.19596428,3,0.8158198,0.70342374,0.13461116,0.21405856,0.19337377,3,21.0
