countrycode,year,emp,avh,i_emp,yr_sch,source,labsh,i_labsh,i_labsh2,comp_sh,lab_sh1,lab_sh2,lab_sh3,lab_sh4,i_comp_sh,i_lab_sh1,i_lab_sh2,i_lab_sh3,i_lab_sh4
AGO,1992,5829227,,TCB,1.1602192,Cohen-Soto-Leker,.28487864,"Adjustment 4, agriculture",Assumed constant or interpolated,.22637956,,,,.28487864,Assumed constant or interpolated,,,,Assumed constant or interpolated
AGO,1993,6004461.5,,TCB,1.2577368,Cohen-Soto-Leker,.28487864,"Adjustment 4, agriculture",Assumed constant or interpolated,.22637956,,,,.28487864,Assumed constant or interpolated,,,,Assumed constant or interpolated
AGO,1994,6161880.5,,TCB,1.3552544,Cohen-Soto-Leker,.28487864,"Adjustment 4, agriculture",Assumed constant or interpolated,.22637956,,,,.28487864,Assumed constant or interpolated,,,,Assumed constant or interpolated
AGO,1995,6308372,,TCB,1.4527719,Cohen-Soto-Leker,.28487864,"Adjustment 4, agriculture",Assumed constant or interpolated,.22637956,,,,.28487864,Assumed constant or interpolated,,,,Assumed constant or interpolated
AGO,1996,6447864.5,,TCB,1.5502895,Cohen-Soto-Leker,.28487864,"Adjustment 4, agriculture",Assumed constant or interpolated,.22637956,,,,.28487864,Assumed constant or interpolated,,,,Assumed constant or interpolated
AGO,1997,6605723.5,,TCB,1.6478071,Cohen-Soto-Leker,.28487864,"Adjustment 4, agriculture",Assumed constant or interpolated,.22637956,,,,.28487864,Assumed constant or interpolated,,,,Assumed constant or interpolated
AGO,1998,6773012.5,,TCB,1.7453247,Cohen-Soto-Leker,.28487864,"Adjustment 4, agriculture",Assumed constant or interpolated,.22637956,,,,.28487864,Assumed constant or interpolated,,,,Assumed constant or interpolated
AGO,1999,6970297.5,,TCB,1.8428423,Cohen-Soto-Leker,.28487864,"Adjustment 4, agriculture",Assumed constant or interpolated,.22637956,,,,.28487864,Assumed constant or interpolated,,,,Assumed constant or interpolated
AGO,2000,7207794.5,,TCB,1.94036,Cohen-Soto-Leker,.28487864,"Adjustment 4, agriculture",Assumed constant or interpolated,.22637956,,,,.28487864,Assumed constant or interpolated,,,,Assumed constant or interpolated
AGO,2001,7466684,,TCB,2.0065,Cohen-Soto-Leker,.28487864,"Adjustment 4, agriculture",Assumed constant or interpolated,.22637956,,,,.28487864,Assumed constant or interpolated,,,,Assumed constant or interpolated
AGO,2002,7729255.5,,TCB,2.0726399,Cohen-Soto-Leker,.28487864,"Adjustment 4, agriculture",Observed data,.22637956,,,,.28487864,Observed data,,,,Observed data
AGO,2003,8002744.5,,TCB,2.1387799,Cohen-Soto-Leker,.29205626,"Adjustment 4, agriculture",Observed data,.23037979,,,,.29205626,Observed data,,,,Observed data
AGO,2004,8254398.5,,TCB,2.2049198,Cohen-Soto-Leker,.27579454,"Adjustment 4, agriculture",Observed data,.21404421,,,,.27579454,Observed data,,,,Observed data
AGO,2005,8791112,,TCB,2.27106,Cohen-Soto-Leker,.23141059,"Adjustment 4, agriculture",Observed data,.1814055,,,,.23141059,Observed data,,,,Observed data
AGO,2006,9355515,,TCB,2.3371999,Cohen-Soto-Leker,.23705319,"Adjustment 4, agriculture",Observed data,.18537678,,,,.23705319,Observed data,,,,Observed data
AGO,2007,9949316,,TCB,2.4033399,Cohen-Soto-Leker,.24280985,"Adjustment 4, agriculture",Observed data,.19128245,,,,.24280985,Observed data,,,,Observed data
AGO,2008,10578348,,TCB,2.46948,Cohen-Soto-Leker,.25540996,"Adjustment 4, agriculture",Observed data,.2070657,,,,.25540996,Observed data,,,,Observed data
AGO,2009,11251055,,TCB,2.53562,Cohen-Soto-Leker,.36035758,"Adjustment 4, agriculture",Observed data,.29392523,,,,.36035758,Observed data,,,,Observed data
AGO,2010,11950043,,TCB,2.6017599,Cohen-Soto-Leker,.30043232,"Adjustment 4, agriculture",Observed data,.23889753,,,,.30043232,Observed data,,,,Observed data
AGO,2011,12708905,,TCB,2.6388628,Cohen-Soto-Leker,.28713447,"Adjustment 4, agriculture",Observed data,.22922663,,,,.28713447,Observed data,,,,Observed data
AGO,2012,13146780,,TCB,2.6759658,Cohen-Soto-Leker,.28190836,"Adjustment 4, agriculture",Observed data,.22274601,,,,.28190836,Observed data,,,,Observed data
AGO,2013,13597975,,TCB,2.7130687,Cohen-Soto-Leker,.28104728,"Adjustment 4, agriculture",Observed data,.21765557,,,,.28104728,Observed data,,,,Observed data
AGO,2014,14067044,,TCB,2.7501717,Cohen-Soto-Leker,.28876358,"Adjustment 4, agriculture",Observed data,.21371651,,,,.28876358,Observed data,,,,Observed data
AGO,2015,14550281,,TCB,2.7872746,Cohen-Soto-Leker,.35004795,"Adjustment 4, agriculture",Observed data,.25856236,,,,.35004795,Observed data,,,,Observed data
AGO,2016,14960469,,TCB,2.8243775,Cohen-Soto-Leker,.34245735,"Adjustment 4, agriculture",Observed data,.24360764,,,,.34245735,Observed data,,,,Observed data
AGO,2017,15389316,,TCB,2.8614805,Cohen-Soto-Leker,.34245735,"Adjustment 4, agriculture",Assumed constant or interpolated,.24360764,,,,.34245735,Assumed constant or interpolated,,,,Assumed constant or interpolated
AIA,1950,,,,,,,,,,,,,,,,,,
AIA,1951,,,,,,,,,,,,,,,,,,
AIA,1952,,,,,,,,,,,,,,,,,,
AIA,1953,,,,,,,,,,,,,,,,,,
AIA,1954,,,,,,,,,,,,,,,,,,
AIA,1955,,,,,,,,,,,,,,,,,,
AIA,1956,,,,,,,,,,,,,,,,,,
AIA,1957,,,,,,,,,,,,,,,,,,
AIA,1958,,,,,,,,,,,,,,,,,,
AIA,1959,,,,,,,,,,,,,,,,,,
AIA,1960,,,,,,,,,,,,,,,,,,
AIA,1961,,,,,,,,,,,,,,,,,,
AIA,1962,,,,,,,,,,,,,,,,,,
AIA,1963,,,,,,,,,,,,,,,,,,
AIA,1964,,,,,,,,,,,,,,,,,,
AIA,1965,,,,,,,,,,,,,,,,,,
AIA,1966,,,,,,,,,,,,,,,,,,
AIA,1967,,,,,,,,,,,,,,,,,,
AIA,1968,,,,,,,,,,,,,,,,,,
AIA,1969,,,,,,,,,,,,,,,,,,
AIA,1970,,,,,,,,,,,,,,,,,,
AIA,1971,,,,,,,,,,,,,,,,,,
AIA,1972,,,,,,,,,,,,,,,,,,
AIA,1973,,,,,,,,,,,,,,,,,,
AIA,1974,1180,,ILO,,,,,,,,,,,,,,,
AIA,1975,1273.8119,,ILO (interpolated),,,,,,,,,,,,,,,
AIA,1976,1368.0881,,ILO (interpolated),,,,,,,,,,,,,,,
AIA,1977,1462.3118,,ILO (interpolated),,,,,,,,,,,,,,,
AIA,1978,1556.0919,,ILO (interpolated),,,,,,,,,,,,,,,
AIA,1979,1646.0419,,ILO (interpolated),,,,,,,,,,,,,,,
AIA,1980,1732.2209,,ILO (interpolated),,,,,,,,,,,,,,,
AIA,1981,1806.9677,,ILO (interpolated),,,,,,,,,,,,,,,
AIA,1982,1877.4851,,ILO (interpolated),,,,,,,,,,,,,,,
AIA,1983,1950.2356,,ILO (interpolated),,,,,,,,,,,,,,,
AIA,1984,2041,,ILO,,,,,,,,,,,,,,,
AIA,1985,2197.9712,,ILO (interpolated),,,,,,,,,,,,,,,
AIA,1986,2394.8743,,ILO (interpolated),,,,,,,,,,,,,,,
AIA,1987,2638.8674,,ILO (interpolated),,,,,,,,,,,,,,,
AIA,1988,2917.3743,,ILO (interpolated),,,,,,,,,,,,,,,
AIA,1989,3214.6858,,ILO (interpolated),,,,,,,,,,,,,,,
AIA,1990,3517.1162,,ILO (interpolated),,,,,,,,,,,,,,,
AIA,1991,3816.8435,,ILO (interpolated),,,,,,,,,,,,,,,
AIA,1992,4121,,ILO,,,,,,,,,,,,,,,
AIA,1993,4402.083,,ILO (interpolated),,,,,,,,,,,,,,,
AIA,1994,4685.5337,,ILO (interpolated),,,,,,,,,,,,,,,
AIA,1995,4974.731,,ILO (interpolated),,,,,,,,,,,,,,,
AIA,1996,5267.813,,ILO (interpolated),,,,,,,,,,,,,,,
AIA,1997,5563.2598,,ILO (interpolated),,,,,,,,,,,,,,,
AIA,1998,5866.6558,,ILO (interpolated),,,,,,,,,,,,,,,
AIA,1999,6178,,ILO,,,,,,,,,,,,,,,
AIA,2000,5915.3359,,ILO (interpolated),,,,,,,,,,,,,,,
AIA,2001,5644,,ILO,,,,,,,,,,,,,,,
AIA,2002,5496,,ILO,,,,,,,,,,,,,,,
AIA,2003,,,,,,,,,,,,,,,,,,
AIA,2004,,,,,,,,,,,,,,,,,,
AIA,2005,,,,,,,,,,,,,,,,,,
